year,globalterrorism,abbr,femadec,state,terroristattack,bioguide,end_last_term,first,last,religion,unafilated,other,jew,mormon,othodoxchristain,protestantdemonation,catholic,aa,hisp,id,icpsr,thomas,govtrack,cong,gender,type,start,end,district,class,party,dw1,comc,comr,leadcham,simpleparty,dwisest,manualcorrection,scomc,scomr,race2,pres2,ideology2,church2,prayer2,unemploy
2012,8481,CA,0,California,0,F000062,1/3/19,Dianne,Feinstein,Jew,,,1,,,,,0,0,56,49300,1332,300043,112,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.363,1,0,0,D,NULL,NULL,1,0,0.5933979,2.535192,3.184877,4.210682,3.825346,10.4
2006,2743,CA,57,California,2,F000062,1/3/19,Dianne,Feinstein,Jew,,,1,,,,,0,0,55,49300,1332,300043,109,F,sen,1/3/01,12/9/06,0,1,Democrat,-0.335,0,0,0,D,NULL,NULL,0,0,0.6153423,3.083241,3.093873,3.069722,3.116383,4.8
2010,4805,CA,13,California,1,F000062,1/3/19,Dianne,Feinstein,Jew,,,1,,,,,0,0,58,49300,1332,300043,111,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.354,1,0,0,D,NULL,NULL,1,0,0.6014429,2.697146,3.206411,4.064635,3.568987,12.2
2014,16834,NE,30,Nebraska,0,F000463,1/3/19,Deb,Fischer,Presbyterian,,,,,,1,,0,0,11480,41302,2179,412556,113,F,sen,1/3/13,1/3/19,0,1,Republican,0.528,0,0,0,R,1,NULL,0,1,0.9145077,3.093507,3.58961,3.927461,3.598446,3.3
2014,16834,AZ,2,Arizona,1,F000444,1/3/19,Jeff,Flake,Mormon,,,,1,,,,0,0,11134,20100,1633,400134,113,M,sen,1/3/13,1/3/19,0,1,Republican,1.013,0,0,0,R,1,NULL,0,1,0.7995825,3.057183,3.424791,4.358635,3.96446,7
2012,8481,MN,18,Minnesota,0,F000457,1/3/21,Alan,Franken,Jew,,,1,,,,,0,0,412,40904,1969,412378,112,M,sen,7/7/09,1/3/15,0,2,Democrat,-0.474,0,0,0,D,NULL,NULL,0,0,0.8800403,2.621212,3.237134,3.83552,3.379032,5.8
2014,16834,MN,40,Minnesota,0,F000457,1/3/21,Alan,Franken,Jew,,,1,,,,,0,0,11024,40904,1969,412378,113,M,sen,7/7/09,1/3/15,0,2,Democrat,-0.474,0,0,0,D,1,NULL,1,0,0.8817829,2.839147,3.225775,4.027158,3.787379,4
2010,4805,MN,99,Minnesota,0,F000457,1/3/21,Alan,Franken,Jew,,,1,,,,,0,0,413,40904,1969,412378,111,M,sen,7/7/09,1/3/15,0,2,Democrat,-0.474,0,0,0,D,NULL,NULL,NULL,NULL,0.8707926,2.707743,3.295331,3.670652,3.255157,7.3
2006,2743,TN,15,Tennessee,0,F000439,1/3/07,William,Frist,Presbyterian,,,,,,1,,0,0,7941,49502,1336,300045,109,M,sen,1/3/01,12/9/06,0,1,Republican,0.415,0,0,0,R,NULL,NULL,NULL,NULL,0.8338235,2.876106,3.435045,2.486726,2.376855,5.2
2014,16834,NY,20,New York,3,G000555,1/3/19,Kirsten,Gillibrand,Catholic,,,,,,,1,0,0,11023,20735,1866,412223,113,F,sen,1/3/13,1/3/19,0,1,Democrat,-0.478,0,0,0,D,1,NULL,1,0,0.6834035,2.697801,3.169675,4.2646,4.038856,6.4
2012,8481,NY,76,New York,4,G000555,1/3/19,Kirsten,Gillibrand,Catholic,,,,,,,1,0,0,410,20735,1866,412223,112,F,sen,1/27/09,1/3/13,0,1,Democrat,-0.478,0,0,0,D,NULL,NULL,NULL,NULL,0.6647847,2.467161,3.184936,4.175327,3.800707,8.7
2010,4805,NY,12,New York,2,G000555,1/3/19,Kirsten,Gillibrand,Catholic,,,,,,,1,0,0,411,20735,1866,412223,111,F,sen,1/27/09,1/3/13,0,1,Democrat,-0.478,0,0,0,D,NULL,NULL,0,0,0.7289751,2.66894,3.201432,4.053493,3.667917,8.5
2010,4805,WV,49,West Virginia,0,G000561,11/14/10,Carte,Goodwin,Methodist,,,,,,1,,0,0,11533,NULL,1980,412389,111,M,sen,7/16/10,11/15/10,0,,Democrat,-0.363,0,0,0,D,1,1,NULL,NULL,0.9122257,3.097484,3.512579,3.553459,2.711599,9
2010,4805,SC,0,South Carolina,0,G000359,1/3/21,Lindsey,Graham,Baptist,,,,,,1,,0,0,242,29566,452,300047,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.448,0,0,0,R,NULL,NULL,0,0,0.7076462,2.857571,3.567568,3.421922,2.714286,11
2008,4785,SC,0,South Carolina,0,G000359,1/3/21,Lindsey,Graham,Baptist,,,,,,1,,0,0,240,29566,452,300047,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.443,0,0,0,R,NULL,NULL,0,0,0.8258929,2.970982,3.678571,3.246637,2.788764,6.7
2006,2743,SC,7,South Carolina,0,G000359,1/3/21,Lindsey,Graham,Baptist,,,,,,1,,0,0,239,29566,452,300047,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.437,0,0,0,R,NULL,NULL,0,0,0.7841409,2.76652,3.46861,2.505543,2.408889,6.5
2014,16834,SC,68,South Carolina,0,G000359,1/3/21,Lindsey,Graham,Baptist,,,,,,1,,0,0,11003,29566,452,300047,113,M,sen,1/6/09,1/3/15,0,2,Republican,0.454,0,0,0,R,1,NULL,0,1,0.6865482,2.959391,3.587786,3.494282,2.770992,6.4
2012,8481,SC,0,South Carolina,0,G000359,1/3/21,Lindsey,Graham,Baptist,,,,,,1,,0,0,241,29566,452,300047,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.454,0,0,0,R,NULL,NULL,0,0,0.719697,2.854978,3.639913,3.44577,2.696641,9.4
2010,4805,IA,117,Iowa,0,G000386,1/3/23,Charles,Grassley,Baptist,,,,,,1,,0,0,1156,14226,457,300048,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.438,0,1,0,R,NULL,NULL,NULL,NULL,0.9170897,2.959391,3.492386,3.620981,3.14044,6.1
2012,8481,IA,0,Iowa,0,G000386,1/3/23,Charles,Grassley,Baptist,,,,,,1,,0,0,1157,14226,457,300048,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.453,0,1,0,R,NULL,NULL,NULL,NULL,0.9172078,2.717532,3.452922,3.868506,3.324675,5.1
2008,4785,IA,115,Iowa,0,G000386,1/3/23,Charles,Grassley,Baptist,,,,,,1,,0,0,1155,14226,457,300048,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.422,0,1,0,R,NULL,NULL,NULL,NULL,0.9476082,3.154897,3.494305,3.621005,3.40367,4
2006,2743,IA,0,Iowa,1,G000386,1/3/23,Charles,Grassley,Baptist,,,,,,1,,0,0,1154,14226,457,300048,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.407,1,0,0,R,NULL,NULL,NULL,NULL,0.9008499,2.946176,3.322675,2.723343,2.74,3.6
2014,16834,IA,60,Iowa,0,G000386,1/3/23,Charles,Grassley,Baptist,,,,,,1,,0,0,11156,14226,457,300048,113,M,sen,1/5/11,1/3/17,0,3,Republican,0.453,0,0,0,R,1,NULL,NULL,NULL,0.8954704,2.909091,3.460733,3.930314,3.675393,4.6
2008,4785,NH,21,New Hampshire,0,G000445,1/3/11,Judd,Gregg,Congregationalist,,,,,,1,,0,0,8824,14826,466,300049,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.398,0,1,0,R,NULL,NULL,0,1,0.9446809,3.272341,3.429787,4.226496,4.021739,3.8
2010,4805,NH,8,New Hampshire,0,G000445,1/3/11,Judd,Gregg,Congregationalist,,,,,,1,,0,0,8825,14826,466,300049,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.395,0,1,0,R,NULL,NULL,0,1,0.9011628,2.941691,3.392442,4.223837,3.65407,5.9
2006,2743,NH,7,New Hampshire,0,G000445,1/3/11,Judd,Gregg,Congregationalist,,,,,,1,,0,0,8823,14826,466,300049,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.402,1,0,0,R,NULL,NULL,1,0,0.9285714,2.790816,3.294737,3.21134,3.119792,3.4
2010,4805,NC,58,North Carolina,0,H001049,1/3/15,Kay,Hagan,Presbyterian,,,,,,1,,0,0,244,40907,1902,412324,111,F,sen,1/6/09,1/3/15,0,2,Democrat,-0.244,0,0,0,D,NULL,NULL,NULL,NULL,0.7191517,2.83269,3.521851,3.42701,2.764175,10.5
2012,8481,NC,0,North Carolina,0,H001049,1/3/15,Kay,Hagan,Presbyterian,,,,,,1,,0,0,243,40907,1902,412324,112,F,sen,1/6/09,1/3/15,0,2,Democrat,-0.244,0,0,0,D,NULL,NULL,0,0,0.689554,2.612221,3.454225,3.592244,2.895294,9.2
2014,16834,NC,9,North Carolina,1,H001049,1/3/15,Kay,Hagan,Presbyterian,,,,,,1,,0,0,11004,40907,1902,412324,113,F,sen,1/6/09,1/3/15,0,2,Democrat,-0.244,0,0,0,D,1,NULL,1,0,0.6919105,2.815305,3.424799,3.713958,3.174338,6.2
2008,4785,NE,79,Nebraska,0,H001028,1/3/09,Charles,Hagel,Catholic,,,,,,,1,0,0,8450,49704,1545,300050,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.309,0,0,0,R,NULL,NULL,0,0,0.9211618,3.170125,3.564315,3.539419,3.527197,3.3
2006,2743,NE,32,Nebraska,0,H001028,1/3/09,Charles,Hagel,Catholic,,,,,,,1,0,0,8449,49704,1545,300050,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.32,0,0,0,R,NULL,NULL,0,0,0.9017341,2.757226,3.403509,2.895954,2.819767,3.1
2012,8481,IA,0,Iowa,0,H000206,1/3/15,Thomas,Harkin,Catholic,,,,,,,1,0,0,262,14230,501,300051,112,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.517,1,0,0,D,NULL,NULL,1,0,0.9172078,2.717532,3.452922,3.868506,3.324675,5.1
2006,2743,IA,0,Iowa,1,H000206,1/3/15,Thomas,Harkin,Catholic,,,,,,,1,0,0,260,14230,501,300051,109,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.502,0,1,0,D,NULL,NULL,0,1,0.9008499,2.946176,3.322675,2.723343,2.74,3.6
2014,16834,IA,60,Iowa,0,H000206,1/3/15,Thomas,Harkin,Catholic,,,,,,,1,0,0,11005,14230,501,300051,113,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.517,0,0,0,D,1,NULL,1,0,0.8954704,2.909091,3.460733,3.930314,3.675393,4.6
2008,4785,IA,115,Iowa,0,H000206,1/3/15,Thomas,Harkin,Catholic,,,,,,,1,0,0,261,14230,501,300051,110,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.507,1,0,0,D,NULL,NULL,1,0,0.9476082,3.154897,3.494305,3.621005,3.40367,4
2010,4805,IA,117,Iowa,0,H000206,1/3/15,Thomas,Harkin,Catholic,,,,,,,1,0,0,263,14230,501,300051,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.512,1,0,0,D,NULL,NULL,1,0,0.9170897,2.959391,3.492386,3.620981,3.14044,6.1
2010,4805,UT,1,Utah,2,H000338,1/3/19,Orrin,Hatch,Mormon,,,,1,,,,0,0,76,14503,1351,300052,111,M,sen,1/4/07,1/3/13,0,1,Republican,0.372,0,0,0,R,NULL,NULL,0,0,0.8622449,3.102041,3.589286,3.091837,2.688776,8.2
2008,4785,UT,0,Utah,0,H000338,1/3/19,Orrin,Hatch,Mormon,,,,1,,,,0,0,75,14503,1351,300052,110,M,sen,1/4/07,1/3/13,0,1,Republican,0.376,0,0,0,R,NULL,NULL,0,0,0.8885449,2.968847,3.681114,3.130031,2.674121,3.5
2014,16834,UT,0,Utah,0,H000338,1/3/19,Orrin,Hatch,Mormon,,,,1,,,,0,0,10983,14503,1351,300052,113,M,sen,1/3/13,1/3/19,0,1,Republican,0.368,0,0,0,R,1,NULL,0,1,0.8826087,3.179039,3.515217,3.5,3.326797,3.9
2006,2743,UT,0,Utah,0,H000338,1/3/19,Orrin,Hatch,Mormon,,,,1,,,,0,0,73,14503,1351,300052,109,M,sen,1/3/01,12/9/06,0,1,Republican,0.379,0,0,0,R,NULL,NULL,0,0,0.8848315,2.688385,3.360795,2.269886,2.481482,2.9
2012,8481,UT,7,Utah,0,H000338,1/3/19,Orrin,Hatch,Mormon,,,,1,,,,0,0,74,14503,1351,300052,112,M,sen,1/4/07,1/3/13,0,1,Republican,0.368,0,1,0,R,NULL,NULL,NULL,NULL,0.8719851,3.03352,3.504638,3.30855,2.998145,5.8
2014,16834,NM,16,New Mexico,1,H001046,1/3/19,Martin,Heinrich,Lutheran,,,,,,1,,0,0,11176,20930,1937,412281,113,M,sen,1/3/13,1/3/19,0,1,Democrat,-0.262,0,0,0,D,1,NULL,NULL,NULL,0.7026316,2.997368,3.239474,4.234828,3.628947,7
2014,16834,ND,10,North Dakota,0,H001069,1/3/19,Heidi,Heitkamp,Catholic,,,,,,,1,0,0,11478,41303,2174,412554,113,F,sen,1/3/13,1/3/19,0,1,Democrat,-0.37,0,0,0,D,1,NULL,1,0,0.9105691,2.991803,3.552845,3.731707,3.479675,2.8
2012,8481,NV,2,Nevada,0,H001041,1/3/19,Dean,Heller,Mormon,,,,1,,,,0,0,2698,20730,1863,412218,112,M,sen,5/9/11,1/3/13,0,1,Republican,0.751,0,0,0,R,NULL,NULL,NULL,NULL,0.7625571,2.748858,3.380517,4.290076,3.52207,11
2014,16834,NV,1,Nevada,1,H001041,1/3/19,Dean,Heller,Mormon,,,,1,,,,0,0,11414,20730,1863,412218,113,M,sen,1/3/13,1/3/19,0,1,Republican,0.751,0,0,0,R,1,NULL,0,1,0.7338583,2.924409,3.340158,4.599369,3.968454,7.7
2014,16834,HI,3,Hawaii,0,H001042,1/3/19,Mazie,Hirono,Buddhist,,1,,,,,,0,0,11182,20713,1844,412200,113,F,sen,1/3/13,1/3/19,0,1,Democrat,-0.492,0,0,0,D,1,NULL,NULL,NULL,0.4301075,2.67027,3.252688,4.424731,4,4.4
2012,8481,ND,0,North Dakota,0,H001061,1/3/23,John,Hoeven,Catholic,,,,,,,1,0,0,1267,41107,2079,412494,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.319,0,0,0,R,NULL,NULL,0,0,0.9622642,2.943396,3.632076,3.660377,3.132076,3.2
2014,16834,ND,10,North Dakota,0,H001061,1/3/23,John,Hoeven,Catholic,,,,,,,1,0,0,11183,41107,2079,412494,113,M,sen,1/5/11,1/3/17,0,3,Republican,0.319,0,0,0,R,1,NULL,0,1,0.9105691,2.991803,3.552845,3.731707,3.479675,2.8
2008,4785,TX,470,Texas,0,H001016,1/3/13,Kay,Hutchison,Episcopalian,,,,,,1,,0,0,10315,49306,1368,300054,110,F,sen,1/4/07,1/3/13,0,1,Republican,0.386,0,1,0,R,NULL,NULL,0,1,0.7158341,2.983962,3.60886,3.428706,2.99383,4.8
2010,4805,TX,46,Texas,1,H001016,1/3/13,Kay,Hutchison,Episcopalian,,,,,,1,,0,0,10316,49306,1368,300054,111,F,sen,1/4/07,1/3/13,0,1,Republican,0.39,0,1,0,R,NULL,NULL,0,1,0.6484739,3.00907,3.612578,3.568064,2.841615,8
2012,8481,TX,1,Texas,1,H001016,1/3/13,Kay,Hutchison,Episcopalian,,,,,,1,,0,0,10314,49306,1368,300054,112,F,sen,1/4/07,1/3/13,0,1,Republican,0.394,0,1,0,R,NULL,NULL,0,1,0.6127532,2.811952,3.512195,3.622569,2.907098,6.7
2006,2743,TX,276,Texas,0,H001016,1/3/13,Kay,Hutchison,Episcopalian,,,,,,1,,0,0,10313,49306,1368,300054,109,F,sen,1/3/01,12/9/06,0,1,Republican,0.382,0,0,0,R,NULL,NULL,0,0,0.6380918,2.817363,3.337971,2.670895,2.5747,4.8
2010,4805,OK,204,Oklahoma,0,I000024,1/3/21,James,Inhofe,Presbyterian,,,,,,1,,0,0,277,15424,583,300055,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.689,0,1,0,R,NULL,NULL,0,1,0.8157424,3.177102,3.781362,3.454383,2.656529,7.2
2012,8481,OK,10,Oklahoma,0,I000024,1/3/21,James,Inhofe,Presbyterian,,,,,,1,,0,0,276,15424,583,300055,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.692,0,1,0,R,NULL,NULL,0,1,0.8103728,3.00813,3.631494,3.492707,2.888169,5.1
2014,16834,OK,4,Oklahoma,0,I000024,1/3/21,James,Inhofe,Presbyterian,,,,,,1,,0,0,11006,15424,583,300055,113,M,sen,1/6/09,1/3/15,0,2,Republican,0.692,0,0,0,R,1,NULL,0,1,0.7872341,3.1,3.53617,3.665957,3.168443,4.5
2006,2743,OK,104,Oklahoma,0,I000024,1/3/21,James,Inhofe,Presbyterian,,,,,,1,,0,0,274,15424,583,300055,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.683,1,0,0,R,NULL,NULL,NULL,NULL,0.815534,2.839806,3.468672,2.762836,2.535627,3.9
2008,4785,OK,82,Oklahoma,0,I000024,1/3/21,James,Inhofe,Presbyterian,,,,,,1,,0,0,275,15424,583,300055,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.686,0,1,0,R,NULL,NULL,NULL,NULL,0.8329571,2.84127,3.75395,3.284424,2.954442,3.7
2008,4785,HI,3,Hawaii,0,I000025,12/17/12,Daniel,Inouye,Methodist,,,,,,1,,0,0,10256,4812,1369,300056,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.359,1,0,0,D,NULL,NULL,1,0,0.4673913,3.141304,3.26087,4.315217,4.728261,4.2
2006,2743,HI,7,Hawaii,0,I000025,12/17/12,Daniel,Inouye,Methodist,,,,,,1,,0,0,10255,4812,1369,300056,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.357,0,1,0,D,NULL,NULL,0,1,0.5051546,3.051546,3.041667,2.969072,2.863158,2.7
